Kategori,Alt_Kategori,Marka,Model,Fiyat_TL,Segment,Kullanim_Amaci,Soket,RAM_Tipi,Watt,Kapasite,Uyumluluk,Ozellik,Puan,Yorum_Sayisi,Garanti_Yil,RGB,Boyut,Cozunurluk,Hz,VRAM,Okuma_Hizi,Yazma_Hizi,Kaynak,Fiyat_Guncelleme_Tarihi,Fiyat_Notu,Akakce_Arama_Link,Hepsiburada_Arama_Link,Amazon_Arama_Link,Teknosa_Arama_Link,Vatan_Arama_Link,Itopya_Arama_Link,Incehesap_Arama_Link,Sinerji_Arama_Link
Toplama Bilgisayar,Mouse,Lamzu,Viper Mini 26000DPI,3200,Üst,Oyun,,,,,Bluetooth,"26000 DPI sensör, 75g",8.4,6817,2,Yok,,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Lamzu+Viper+Mini+26000DPI,https://www.hepsiburada.com/ara?q=Lamzu+Viper+Mini+26000DPI,https://www.amazon.com.tr/s?k=Lamzu+Viper+Mini+26000DPI,https://www.teknosa.com/arama/?s=Lamzu+Viper+Mini+26000DPI,https://www.vatanbilgisayar.com/arama/Lamzu+Viper+Mini+26000DPI,https://www.itopya.com/Arama?q=Lamzu+Viper+Mini+26000DPI,https://www.incehesap.com/arama/?q=Lamzu+Viper+Mini+26000DPI,https://www.sinerji.gen.tr/arama?q=Lamzu+Viper+Mini+26000DPI
Toplama Bilgisayar,Kasa,Thermaltake,O11 Dynamic,10100,Amiral,Yayıncılık,,,,,Micro ATX,"Mini Tower, mesh/airflow odaklı kasa",9.6,328,2,Var,Mini Tower,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Thermaltake+O11+Dynamic,https://www.hepsiburada.com/ara?q=Thermaltake+O11+Dynamic,https://www.amazon.com.tr/s?k=Thermaltake+O11+Dynamic,https://www.teknosa.com/arama/?s=Thermaltake+O11+Dynamic,https://www.vatanbilgisayar.com/arama/Thermaltake+O11+Dynamic,https://www.itopya.com/Arama?q=Thermaltake+O11+Dynamic,https://www.incehesap.com/arama/?q=Thermaltake+O11+Dynamic,https://www.sinerji.gen.tr/arama?q=Thermaltake+O11+Dynamic
Toplama Bilgisayar,İşlemci,AMD,Ryzen 5 5500 Pro Sistem,4550,Orta,Yazılım,AM4,DDR4,65,,AM4-DDR4,6 çekirdek 12 thread,7.5,6266,3,Yok,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=AMD+Ryzen+5+5500+Pro+Sistem,https://www.hepsiburada.com/ara?q=AMD+Ryzen+5+5500+Pro+Sistem,https://www.amazon.com.tr/s?k=AMD+Ryzen+5+5500+Pro+Sistem,https://www.teknosa.com/arama/?s=AMD+Ryzen+5+5500+Pro+Sistem,https://www.vatanbilgisayar.com/arama/AMD+Ryzen+5+5500+Pro+Sistem,https://www.itopya.com/Arama?q=AMD+Ryzen+5+5500+Pro+Sistem,https://www.incehesap.com/arama/?q=AMD+Ryzen+5+5500+Pro+Sistem,https://www.sinerji.gen.tr/arama?q=AMD+Ryzen+5+5500+Pro+Sistem
Toplama Bilgisayar,Klavye,Royal Kludge,K70 Wireless Membran 75%,8800,Amiral,Günlük Kullanım,,,,,Kablosuz,Membran klavye,9.6,4435,2,Yok,75%,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Royal+Kludge+K70+Wireless+Membran+75%25,https://www.hepsiburada.com/ara?q=Royal+Kludge+K70+Wireless+Membran+75%25,https://www.amazon.com.tr/s?k=Royal+Kludge+K70+Wireless+Membran+75%25,https://www.teknosa.com/arama/?s=Royal+Kludge+K70+Wireless+Membran+75%25,https://www.vatanbilgisayar.com/arama/Royal+Kludge+K70+Wireless+Membran+75%25,https://www.itopya.com/Arama?q=Royal+Kludge+K70+Wireless+Membran+75%25,https://www.incehesap.com/arama/?q=Royal+Kludge+K70+Wireless+Membran+75%25,https://www.sinerji.gen.tr/arama?q=Royal+Kludge+K70+Wireless+Membran+75%25
Toplama Bilgisayar,Soğutucu,be quiet!,Dark Rock 4,4600,Üst,Yazılım,,,,,AM4-AM5-LGA1700,Hava soğutma,9.3,7325,5,Var,,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=be+quiet%21+Dark+Rock+4,https://www.hepsiburada.com/ara?q=be+quiet%21+Dark+Rock+4,https://www.amazon.com.tr/s?k=be+quiet%21+Dark+Rock+4,https://www.teknosa.com/arama/?s=be+quiet%21+Dark+Rock+4,https://www.vatanbilgisayar.com/arama/be+quiet%21+Dark+Rock+4,https://www.itopya.com/Arama?q=be+quiet%21+Dark+Rock+4,https://www.incehesap.com/arama/?q=be+quiet%21+Dark+Rock+4,https://www.sinerji.gen.tr/arama?q=be+quiet%21+Dark+Rock+4
Toplama Bilgisayar,Kasa,MSI,TD500 White,2900,Orta,Yazılım,,,,,ATX,"Mid Tower, mesh/airflow odaklı kasa",7.2,7178,2,Var,Mid Tower,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+TD500+White,https://www.hepsiburada.com/ara?q=MSI+TD500+White,https://www.amazon.com.tr/s?k=MSI+TD500+White,https://www.teknosa.com/arama/?s=MSI+TD500+White,https://www.vatanbilgisayar.com/arama/MSI+TD500+White,https://www.itopya.com/Arama?q=MSI+TD500+White,https://www.incehesap.com/arama/?q=MSI+TD500+White,https://www.sinerji.gen.tr/arama?q=MSI+TD500+White
Toplama Bilgisayar,Ekran Kartı,Gainward,RTX 4060 Ti StormX 8GB,25250,Orta,Günlük Kullanım,,GDDR6,160,8GB,PCIe,1080p/1440p oyun,7.8,8377,3,Var,,,,8GB,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Gainward+RTX+4060+Ti+StormX+8GB,https://www.hepsiburada.com/ara?q=Gainward+RTX+4060+Ti+StormX+8GB,https://www.amazon.com.tr/s?k=Gainward+RTX+4060+Ti+StormX+8GB,https://www.teknosa.com/arama/?s=Gainward+RTX+4060+Ti+StormX+8GB,https://www.vatanbilgisayar.com/arama/Gainward+RTX+4060+Ti+StormX+8GB,https://www.itopya.com/Arama?q=Gainward+RTX+4060+Ti+StormX+8GB,https://www.incehesap.com/arama/?q=Gainward+RTX+4060+Ti+StormX+8GB,https://www.sinerji.gen.tr/arama?q=Gainward+RTX+4060+Ti+StormX+8GB
Toplama Bilgisayar,Ekran Kartı,ASUS,RTX 4090 Merc 24GB,182500,Amiral,Yayıncılık,,GDDR6X,450,24GB,PCIe,AI ve 4K üst seviye,9.1,1229,3,Var,,,,24GB,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ASUS+RTX+4090+Merc+24GB,https://www.hepsiburada.com/ara?q=ASUS+RTX+4090+Merc+24GB,https://www.amazon.com.tr/s?k=ASUS+RTX+4090+Merc+24GB,https://www.teknosa.com/arama/?s=ASUS+RTX+4090+Merc+24GB,https://www.vatanbilgisayar.com/arama/ASUS+RTX+4090+Merc+24GB,https://www.itopya.com/Arama?q=ASUS+RTX+4090+Merc+24GB,https://www.incehesap.com/arama/?q=ASUS+RTX+4090+Merc+24GB,https://www.sinerji.gen.tr/arama?q=ASUS+RTX+4090+Merc+24GB
Toplama Bilgisayar,Monitör,MSI,TUF Gaming 24.5 inç 3840x2160 144Hz,27750,Amiral,Yazılım,,,25,,HDMI-DP,"VA panel, 144Hz",9.4,2661,3,Yok,24.5 inç,3840x2160,144Hz,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+TUF+Gaming+24.5+in%C3%A7+3840x2160+144Hz,https://www.hepsiburada.com/ara?q=MSI+TUF+Gaming+24.5+in%C3%A7+3840x2160+144Hz,https://www.amazon.com.tr/s?k=MSI+TUF+Gaming+24.5+in%C3%A7+3840x2160+144Hz,https://www.teknosa.com/arama/?s=MSI+TUF+Gaming+24.5+in%C3%A7+3840x2160+144Hz,https://www.vatanbilgisayar.com/arama/MSI+TUF+Gaming+24.5+in%C3%A7+3840x2160+144Hz,https://www.itopya.com/Arama?q=MSI+TUF+Gaming+24.5+in%C3%A7+3840x2160+144Hz,https://www.incehesap.com/arama/?q=MSI+TUF+Gaming+24.5+in%C3%A7+3840x2160+144Hz,https://www.sinerji.gen.tr/arama?q=MSI+TUF+Gaming+24.5+in%C3%A7+3840x2160+144Hz
Toplama Bilgisayar,Klavye,MSI,GMMK Optik switch TKL,8800,Amiral,Günlük Kullanım,,,,,USB,Optik switch klavye,8.8,1854,2,Var,TKL,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+GMMK+Optik+switch+TKL,https://www.hepsiburada.com/ara?q=MSI+GMMK+Optik+switch+TKL,https://www.amazon.com.tr/s?k=MSI+GMMK+Optik+switch+TKL,https://www.teknosa.com/arama/?s=MSI+GMMK+Optik+switch+TKL,https://www.vatanbilgisayar.com/arama/MSI+GMMK+Optik+switch+TKL,https://www.itopya.com/Arama?q=MSI+GMMK+Optik+switch+TKL,https://www.incehesap.com/arama/?q=MSI+GMMK+Optik+switch+TKL,https://www.sinerji.gen.tr/arama?q=MSI+GMMK+Optik+switch+TKL
Toplama Bilgisayar,Klavye,Glorious,Apex Pro Membran Tam boy,2450,Orta,Yazılım,,,,,Bluetooth,Membran klavye,7.6,186,2,Yok,Tam boy,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Glorious+Apex+Pro+Membran+Tam+boy,https://www.hepsiburada.com/ara?q=Glorious+Apex+Pro+Membran+Tam+boy,https://www.amazon.com.tr/s?k=Glorious+Apex+Pro+Membran+Tam+boy,https://www.teknosa.com/arama/?s=Glorious+Apex+Pro+Membran+Tam+boy,https://www.vatanbilgisayar.com/arama/Glorious+Apex+Pro+Membran+Tam+boy,https://www.itopya.com/Arama?q=Glorious+Apex+Pro+Membran+Tam+boy,https://www.incehesap.com/arama/?q=Glorious+Apex+Pro+Membran+Tam+boy,https://www.sinerji.gen.tr/arama?q=Glorious+Apex+Pro+Membran+Tam+boy
Toplama Bilgisayar,Anakart,Colorful,Prime B660 MAX DDR4,7100,Orta,Ofis,LGA1700,DDR4,,,LGA1700-DDR4,"Micro ATX, B660 yonga seti, DDR4 bellek desteği",8.1,7344,3,Yok,Micro ATX,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Colorful+Prime+B660+MAX+DDR4,https://www.hepsiburada.com/ara?q=Colorful+Prime+B660+MAX+DDR4,https://www.amazon.com.tr/s?k=Colorful+Prime+B660+MAX+DDR4,https://www.teknosa.com/arama/?s=Colorful+Prime+B660+MAX+DDR4,https://www.vatanbilgisayar.com/arama/Colorful+Prime+B660+MAX+DDR4,https://www.itopya.com/Arama?q=Colorful+Prime+B660+MAX+DDR4,https://www.incehesap.com/arama/?q=Colorful+Prime+B660+MAX+DDR4,https://www.sinerji.gen.tr/arama?q=Colorful+Prime+B660+MAX+DDR4
Toplama Bilgisayar,Mouse,MSI,FK2 Wireless 12000DPI,450,Giriş,Günlük Kullanım,,,,,USB,"12000 DPI sensör, 75g",7.7,2327,2,Var,,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+FK2+Wireless+12000DPI,https://www.hepsiburada.com/ara?q=MSI+FK2+Wireless+12000DPI,https://www.amazon.com.tr/s?k=MSI+FK2+Wireless+12000DPI,https://www.teknosa.com/arama/?s=MSI+FK2+Wireless+12000DPI,https://www.vatanbilgisayar.com/arama/MSI+FK2+Wireless+12000DPI,https://www.itopya.com/Arama?q=MSI+FK2+Wireless+12000DPI,https://www.incehesap.com/arama/?q=MSI+FK2+Wireless+12000DPI,https://www.sinerji.gen.tr/arama?q=MSI+FK2+Wireless+12000DPI
Toplama Bilgisayar,Klavye,Akko,ROG Strix Scope Optik switch Tam boy,700,Giriş,Ofis,,,,,USB,Optik switch klavye,7.4,2929,2,Yok,Tam boy,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Akko+ROG+Strix+Scope+Optik+switch+Tam+boy,https://www.hepsiburada.com/ara?q=Akko+ROG+Strix+Scope+Optik+switch+Tam+boy,https://www.amazon.com.tr/s?k=Akko+ROG+Strix+Scope+Optik+switch+Tam+boy,https://www.teknosa.com/arama/?s=Akko+ROG+Strix+Scope+Optik+switch+Tam+boy,https://www.vatanbilgisayar.com/arama/Akko+ROG+Strix+Scope+Optik+switch+Tam+boy,https://www.itopya.com/Arama?q=Akko+ROG+Strix+Scope+Optik+switch+Tam+boy,https://www.incehesap.com/arama/?q=Akko+ROG+Strix+Scope+Optik+switch+Tam+boy,https://www.sinerji.gen.tr/arama?q=Akko+ROG+Strix+Scope+Optik+switch+Tam+boy
Toplama Bilgisayar,Klavye,HyperX,RK61 Optik switch Tam boy,950,Giriş,Günlük Kullanım,,,,,Kablosuz,Optik switch klavye,7.4,1261,2,Var,Tam boy,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=HyperX+RK61+Optik+switch+Tam+boy,https://www.hepsiburada.com/ara?q=HyperX+RK61+Optik+switch+Tam+boy,https://www.amazon.com.tr/s?k=HyperX+RK61+Optik+switch+Tam+boy,https://www.teknosa.com/arama/?s=HyperX+RK61+Optik+switch+Tam+boy,https://www.vatanbilgisayar.com/arama/HyperX+RK61+Optik+switch+Tam+boy,https://www.itopya.com/Arama?q=HyperX+RK61+Optik+switch+Tam+boy,https://www.incehesap.com/arama/?q=HyperX+RK61+Optik+switch+Tam+boy,https://www.sinerji.gen.tr/arama?q=HyperX+RK61+Optik+switch+Tam+boy
Toplama Bilgisayar,Anakart,MSI,Strix X870 DDR5,20750,Amiral,Yayıncılık,AM5,DDR5,,,AM5-DDR5,"Micro ATX, X870 yonga seti, DDR5 bellek desteği",9.7,4441,3,Yok,Micro ATX,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+Strix+X870+DDR5,https://www.hepsiburada.com/ara?q=MSI+Strix+X870+DDR5,https://www.amazon.com.tr/s?k=MSI+Strix+X870+DDR5,https://www.teknosa.com/arama/?s=MSI+Strix+X870+DDR5,https://www.vatanbilgisayar.com/arama/MSI+Strix+X870+DDR5,https://www.itopya.com/Arama?q=MSI+Strix+X870+DDR5,https://www.incehesap.com/arama/?q=MSI+Strix+X870+DDR5,https://www.sinerji.gen.tr/arama?q=MSI+Strix+X870+DDR5
Toplama Bilgisayar,Soğutucu,MSI,ROG Ryujin 360,7600,Üst,Oyun,,,,,AM4-AM5-LGA1700,360mm sıvı soğutma,8.7,6618,6,Var,360mm,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+ROG+Ryujin+360,https://www.hepsiburada.com/ara?q=MSI+ROG+Ryujin+360,https://www.amazon.com.tr/s?k=MSI+ROG+Ryujin+360,https://www.teknosa.com/arama/?s=MSI+ROG+Ryujin+360,https://www.vatanbilgisayar.com/arama/MSI+ROG+Ryujin+360,https://www.itopya.com/Arama?q=MSI+ROG+Ryujin+360,https://www.incehesap.com/arama/?q=MSI+ROG+Ryujin+360,https://www.sinerji.gen.tr/arama?q=MSI+ROG+Ryujin+360
Toplama Bilgisayar,Monitör,BenQ,Optix 31.5 inç 1920x1080 144Hz,5300,Orta,Tasarım,,,50,,HDMI-DP,"VA panel, 144Hz",8.2,6661,3,Yok,31.5 inç,1920x1080,144Hz,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=BenQ+Optix+31.5+in%C3%A7+1920x1080+144Hz,https://www.hepsiburada.com/ara?q=BenQ+Optix+31.5+in%C3%A7+1920x1080+144Hz,https://www.amazon.com.tr/s?k=BenQ+Optix+31.5+in%C3%A7+1920x1080+144Hz,https://www.teknosa.com/arama/?s=BenQ+Optix+31.5+in%C3%A7+1920x1080+144Hz,https://www.vatanbilgisayar.com/arama/BenQ+Optix+31.5+in%C3%A7+1920x1080+144Hz,https://www.itopya.com/Arama?q=BenQ+Optix+31.5+in%C3%A7+1920x1080+144Hz,https://www.incehesap.com/arama/?q=BenQ+Optix+31.5+in%C3%A7+1920x1080+144Hz,https://www.sinerji.gen.tr/arama?q=BenQ+Optix+31.5+in%C3%A7+1920x1080+144Hz
Toplama Bilgisayar,Klavye,ASUS,K380 RGB Membran TKL,2350,Orta,Günlük Kullanım,,,,,Kablosuz,Membran klavye,8.7,6638,2,Var,TKL,,,,,,Epey,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=ASUS+K380+RGB+Membran+TKL,https://www.hepsiburada.com/ara?q=ASUS+K380+RGB+Membran+TKL,https://www.amazon.com.tr/s?k=ASUS+K380+RGB+Membran+TKL,https://www.teknosa.com/arama/?s=ASUS+K380+RGB+Membran+TKL,https://www.vatanbilgisayar.com/arama/ASUS+K380+RGB+Membran+TKL,https://www.itopya.com/Arama?q=ASUS+K380+RGB+Membran+TKL,https://www.incehesap.com/arama/?q=ASUS+K380+RGB+Membran+TKL,https://www.sinerji.gen.tr/arama?q=ASUS+K380+RGB+Membran+TKL
Toplama Bilgisayar,Mouse,MSI,Rival Wireless 26000DPI,500,Giriş,Yazılım,,,,,USB,"26000 DPI sensör, 59g",6.8,3297,2,Var,,,,,,,Sinerji,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+Rival+Wireless+26000DPI,https://www.hepsiburada.com/ara?q=MSI+Rival+Wireless+26000DPI,https://www.amazon.com.tr/s?k=MSI+Rival+Wireless+26000DPI,https://www.teknosa.com/arama/?s=MSI+Rival+Wireless+26000DPI,https://www.vatanbilgisayar.com/arama/MSI+Rival+Wireless+26000DPI,https://www.itopya.com/Arama?q=MSI+Rival+Wireless+26000DPI,https://www.incehesap.com/arama/?q=MSI+Rival+Wireless+26000DPI,https://www.sinerji.gen.tr/arama?q=MSI+Rival+Wireless+26000DPI
Toplama Bilgisayar,Soğutucu,DeepCool,H150i,2900,Orta,Oyun,,,,,AM4-AM5-LGA1700,360mm sıvı soğutma,8.6,6968,2,Var,360mm,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=DeepCool+H150i,https://www.hepsiburada.com/ara?q=DeepCool+H150i,https://www.amazon.com.tr/s?k=DeepCool+H150i,https://www.teknosa.com/arama/?s=DeepCool+H150i,https://www.vatanbilgisayar.com/arama/DeepCool+H150i,https://www.itopya.com/Arama?q=DeepCool+H150i,https://www.incehesap.com/arama/?q=DeepCool+H150i,https://www.sinerji.gen.tr/arama?q=DeepCool+H150i
Toplama Bilgisayar,Klavye,Cooler Master,Vigor GK RGB Low Profile 75%,2250,Orta,Günlük Kullanım,,,,,Bluetooth,Low Profile klavye,8.0,6216,2,Var,75%,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+Vigor+GK+RGB+Low+Profile+75%25,https://www.hepsiburada.com/ara?q=Cooler+Master+Vigor+GK+RGB+Low+Profile+75%25,https://www.amazon.com.tr/s?k=Cooler+Master+Vigor+GK+RGB+Low+Profile+75%25,https://www.teknosa.com/arama/?s=Cooler+Master+Vigor+GK+RGB+Low+Profile+75%25,https://www.vatanbilgisayar.com/arama/Cooler+Master+Vigor+GK+RGB+Low+Profile+75%25,https://www.itopya.com/Arama?q=Cooler+Master+Vigor+GK+RGB+Low+Profile+75%25,https://www.incehesap.com/arama/?q=Cooler+Master+Vigor+GK+RGB+Low+Profile+75%25,https://www.sinerji.gen.tr/arama?q=Cooler+Master+Vigor+GK+RGB+Low+Profile+75%25
Toplama Bilgisayar,Anakart,NZXT,Strix B760 WiFi DDR5,6800,Orta,Ofis,LGA1700,DDR5,,,LGA1700-DDR5,"ATX, B760 yonga seti, DDR5 bellek desteği",7.9,3990,3,Var,ATX,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=NZXT+Strix+B760+WiFi+DDR5,https://www.hepsiburada.com/ara?q=NZXT+Strix+B760+WiFi+DDR5,https://www.amazon.com.tr/s?k=NZXT+Strix+B760+WiFi+DDR5,https://www.teknosa.com/arama/?s=NZXT+Strix+B760+WiFi+DDR5,https://www.vatanbilgisayar.com/arama/NZXT+Strix+B760+WiFi+DDR5,https://www.itopya.com/Arama?q=NZXT+Strix+B760+WiFi+DDR5,https://www.incehesap.com/arama/?q=NZXT+Strix+B760+WiFi+DDR5,https://www.sinerji.gen.tr/arama?q=NZXT+Strix+B760+WiFi+DDR5
Toplama Bilgisayar,Kasa,Corsair,Warcry Black,1650,Giriş,Ofis,,,,,E-ATX,"Mid Tower, mesh/airflow odaklı kasa",7.5,1411,2,Yok,Mid Tower,,,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Corsair+Warcry+Black,https://www.hepsiburada.com/ara?q=Corsair+Warcry+Black,https://www.amazon.com.tr/s?k=Corsair+Warcry+Black,https://www.teknosa.com/arama/?s=Corsair+Warcry+Black,https://www.vatanbilgisayar.com/arama/Corsair+Warcry+Black,https://www.itopya.com/Arama?q=Corsair+Warcry+Black,https://www.incehesap.com/arama/?q=Corsair+Warcry+Black,https://www.sinerji.gen.tr/arama?q=Corsair+Warcry+Black
Toplama Bilgisayar,Monitör,Dell,ProArt 24.5 inç 3440x1440 165Hz,16600,Amiral,Yazılım,,,35,,HDMI-DP,"Mini LED panel, 165Hz",9.0,2829,3,Yok,24.5 inç,3440x1440,165Hz,,,,GamingGenTR,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Dell+ProArt+24.5+in%C3%A7+3440x1440+165Hz,https://www.hepsiburada.com/ara?q=Dell+ProArt+24.5+in%C3%A7+3440x1440+165Hz,https://www.amazon.com.tr/s?k=Dell+ProArt+24.5+in%C3%A7+3440x1440+165Hz,https://www.teknosa.com/arama/?s=Dell+ProArt+24.5+in%C3%A7+3440x1440+165Hz,https://www.vatanbilgisayar.com/arama/Dell+ProArt+24.5+in%C3%A7+3440x1440+165Hz,https://www.itopya.com/Arama?q=Dell+ProArt+24.5+in%C3%A7+3440x1440+165Hz,https://www.incehesap.com/arama/?q=Dell+ProArt+24.5+in%C3%A7+3440x1440+165Hz,https://www.sinerji.gen.tr/arama?q=Dell+ProArt+24.5+in%C3%A7+3440x1440+165Hz
Toplama Bilgisayar,Kasa,Cooler Master,CH370 White,2850,Orta,Ofis,,,,,E-ATX,"Mini Tower, mesh/airflow odaklı kasa",8.0,482,2,Yok,Mini Tower,,,,,,Vatan,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Cooler+Master+CH370+White,https://www.hepsiburada.com/ara?q=Cooler+Master+CH370+White,https://www.amazon.com.tr/s?k=Cooler+Master+CH370+White,https://www.teknosa.com/arama/?s=Cooler+Master+CH370+White,https://www.vatanbilgisayar.com/arama/Cooler+Master+CH370+White,https://www.itopya.com/Arama?q=Cooler+Master+CH370+White,https://www.incehesap.com/arama/?q=Cooler+Master+CH370+White,https://www.sinerji.gen.tr/arama?q=Cooler+Master+CH370+White
Toplama Bilgisayar,Mouse,MSI,ROG Keris Pro 12000DPI,600,Giriş,Günlük Kullanım,,,,,Bluetooth,"12000 DPI sensör, 49g",7.4,2616,2,Var,,,,,,,İtopya,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=MSI+ROG+Keris+Pro+12000DPI,https://www.hepsiburada.com/ara?q=MSI+ROG+Keris+Pro+12000DPI,https://www.amazon.com.tr/s?k=MSI+ROG+Keris+Pro+12000DPI,https://www.teknosa.com/arama/?s=MSI+ROG+Keris+Pro+12000DPI,https://www.vatanbilgisayar.com/arama/MSI+ROG+Keris+Pro+12000DPI,https://www.itopya.com/Arama?q=MSI+ROG+Keris+Pro+12000DPI,https://www.incehesap.com/arama/?q=MSI+ROG+Keris+Pro+12000DPI,https://www.sinerji.gen.tr/arama?q=MSI+ROG+Keris+Pro+12000DPI
Toplama Bilgisayar,Mouse,HyperX,X2V2 16000DPI,3900,Üst,Oyun,,,,,USB,"16000 DPI sensör, 75g",8.5,1760,2,Var,,,,,,,İncehesap,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=HyperX+X2V2+16000DPI,https://www.hepsiburada.com/ara?q=HyperX+X2V2+16000DPI,https://www.amazon.com.tr/s?k=HyperX+X2V2+16000DPI,https://www.teknosa.com/arama/?s=HyperX+X2V2+16000DPI,https://www.vatanbilgisayar.com/arama/HyperX+X2V2+16000DPI,https://www.itopya.com/Arama?q=HyperX+X2V2+16000DPI,https://www.incehesap.com/arama/?q=HyperX+X2V2+16000DPI,https://www.sinerji.gen.tr/arama?q=HyperX+X2V2+16000DPI
Toplama Bilgisayar,HDD,Seagate,IronWolf 6TB 7200RPM,7700,Orta,Video Edit,,,7,6TB,SATA,3.5 inç mekanik disk,7.7,1434,3,Yok,,,,,,,Akakçe,2026-05-12,Canlı API değil; güvenilir site arama linkleriyle kontrol edilecek piyasa ortalaması.,https://www.akakce.com/arama/?q=Seagate+IronWolf+6TB+7200RPM,https://www.hepsiburada.com/ara?q=Seagate+IronWolf+6TB+7200RPM,https://www.amazon.com.tr/s?k=Seagate+IronWolf+6TB+7200RPM,https://www.teknosa.com/arama/?s=Seagate+IronWolf+6TB+7200RPM,https://www.vatanbilgisayar.com/arama/Seagate+IronWolf+6TB+7200RPM,https://www.itopya.com/Arama?q=Seagate+IronWolf+6TB+7200RPM,https://www.incehesap.com/arama/?q=Seagate+IronWolf+6TB+7200RPM,https://www.sinerji.gen.tr/arama?q=Seagate+IronWolf+6TB+7200RPM
